Penname,Genre,DetailURL,Space,ImageURL,WebURL,GenreFreeFormat,Name
mmer547,科学技術,https:/techbookfest.org/event/tbf05/circle/31140001,か37,https://lh3.googleusercontent.com/P-hdw4Ig8-I3Pv2dzo48TgWJtv1wvvB-tYZ1cjWj2kSb6l5avlkRvfqfWbVSTzTpu6zIJHdRbdHIW7faj3IJDg,https://note.mu/mmer547,1つ目はオープンソースの有限体積法流体解析コードOpenFOAMについて、インストールから基本的な操作、新機能のオーバーセットメッシュまで幅広く紹介し、苦労話や細かいTipsを入れた本です。もう一つはオープンソースの格子ボルツマン法流体解析コードPalabosについて、ソースコードの読み方、コンパイルの方法などをまとめた入門書です。,はんままにあ（ハンママニア）
mod_poppo,科学技術,https:/techbookfest.org/event/tbf05/circle/37190001,か38,https://lh3.googleusercontent.com/IAx-qvnYgYOBsfzZ4yuPmX52Yx6nBFxfuHekBGq26MVeF53hxBUfV01-_g3H0hxhZCSlj1a15acQnoi_wOQw,https://miz-ar.info/math/algebraic-real/,「週刊 代数的実数を作る」と題して数学的対象をプログラミングする記事を書いています。そこでWeb連載した記事に加筆したものを本として出す予定です。,だめぽラボ（ダメポラボ）
hiha,科学技術,https:/techbookfest.org/event/tbf05/circle/49090001,か39,https://lh3.googleusercontent.com/WK26ZZaJc9hk_xpjA2arDfg-02hgYk3brIOht7xTEK0IdbeRmqN4TNCouIZZpJxEGiH3PhGu-8NGeMrvB-6-Aw,,待ち行列理論に関する練習問題を集めたワークブック,おかか通研（オカカツウケン）
みづはし,科学技術,https:/techbookfest.org/event/tbf05/circle/28410001,か40,https://lh3.googleusercontent.com/vATCENF4BsHgaAVDjqxK4Vo4YcNNdTJ5ZSFavGq-CIUUGwJ4V0LAAttuKQTxkwx2enfI8JkxnGaOCwJAEz8,http://thetenthart.main.jp,機械学習（ディープラーニング）を用いて、ノベルゲーム制作や、物語創作支援をする。小説への音楽割当、台詞の表情割当、キャラ設定生成、物語あらすじ生成など。,the tenth art（テンスアート）
土屋つかさ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/29330001,か41,https://lh3.googleusercontent.com/HOy717yMSr1REdgonc_NatjUBZyEyXpMqBcFGcIySLyUGuoAUpad5LyHyZ-WPXUBuz_wBSLHfa5JfEM-X6k,http://d.hatena.ne.jp/t_tutiya/,Unityシェーダープログラミングの解説。Unityエンジニアの中でも中上級者向け,染井吉野ゲームズ（ソメイヨシノゲームズ）
stdmouse,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25930001,か42,https://lh3.googleusercontent.com/VcP1FA4LQhe1vDOu1G0xL__UBiGnb-kK81U9xWCCu5y3b8J8lxVShD2Ddxvi0AYamSBo2ZA4lynVDsD5-T-b,,UnityでTextMeshProを使用した、文字列のアニメーション集,rach lab.（ラッチラボ）
なまず,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33150001,か43,https://lh3.googleusercontent.com/9ixANLOx-8AngU-BbIVKMX3F4FZIuda8loa7MpUK81KbDgRmf6-9hgywCiPVBeReDO9KcaxF7oNSZiO3u3WLzw,https://blog.ariari.biz/,Unity　映像制作,有有財閥（アリアリザイバツ）
KCS,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/37210001,か44,https://lh3.googleusercontent.com/aegMrC4R7zX43EgTjbcMmOC-GbCzuaLfOxbtIiIh-_-LUpbaPscjZ_DKL69ov0bd_10H5OjGQAxK32PEz8KGUQ,https://kcs1959.jp/,Computer Societyは大学のサークルであり、その部員による合同誌が配布物となっております。内容としましては雑多になることが多く、機械学習、Blender、Unity、プログラミング言語などになります。 ,Computer Society（コンピュータソサイエティ）
ボーンデジタル出版事業部,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28530001,か45,https://lh3.googleusercontent.com/D_Tpbs7kCMZb2REpX6ozKNTJOOsAXIwC16jHBEYF4V99et1bgA3SLWFuby0Lr4bZ4Q4UeI7YjOuubB60doTA,https://www.borndigital.co.jp/,Unity、Unreal Engineなどゲーム開発に関する書籍を販売します,ボーンデジタル（ボーンデジタル）
トゲトゲ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/29280002,か46,https://lh3.googleusercontent.com/9fazpjGiIXvuBFzZM2OmVEOzbz43_zEr1RK0j-ns8G-CynSug7VysJYhYR-wfZRtezvvFllAMJZKRcNr3KD_GA,http://toge2dan.cnu.jp/,ゲームエンジン(UnrealEngine4),トゲトゲ団（トゲトゲダン）
なんも,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/49080001,か47,https://lh3.googleusercontent.com/HikSyAIh70hg6OA63qqw9VMvxBVsoWM7OhbK-XKzrNDCYDbxoUcNIh6y3OaB5Gyf6e2Zgw_UR9p0GxTOEZI,http://FullPowerSideAttack.com,"ゲームソフトウェア""トルクル(TorqueL)""の開発にまつわる同人誌 / ゲーム内容に関する同人誌",FullPowerSideAttack.com（フルパワーサイドアタックドットコム）
nishiuchi,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30330001,か48,https://lh3.googleusercontent.com/1UnB9L0R5YsRbvpg-zktHqakCr8bAEPB8uuAFAzgjRFG8dPNKr1sLfM34l7q19c-o5NvUPKs2fNTlcgEG_gYBQ,,（１）ソフトウェア技術書、（２）プログラミングをテーマとしたカードゲーム,揚げピーナッツ（アゲピーナッツ）
KLab 有志,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/31350001,か49,https://lh3.googleusercontent.com/JTx9XCwTlJ8siAPrx9mTSdYitghXg7RaNo_kXTHutC5qGOQhXxyWa0XhZCQtzupaceJRtUlswGhg8wwUk0_c,http://klabgames.tech.blog.jp.klab.com/,KLab 社員有志が Unity 3D やゲームサーバー・インフラ・その他仕事に関係ない技術までをいろいろ書きます。,KLab 株式会社（クラブカブシキカイシャ）
Aiming,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/47180005,か50,/assets/images/dummy_cut.png,,株式会社Aimingの愉快な仲間たちの知見や好きな技術について諸々書いていきます。,株式会社Aiming（カブシキガイシャエイミング）
るてんしと,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33020001,か51,https://lh3.googleusercontent.com/_tJoRyD3btpkayxEDhXmS9d3NvnIK36uejkLYHAeBmsM-7sNMj22lcfcGA9_TTp5HeD2oCjF4OcXphmkWSeO,https://crocro.com/circle/,技術系同人誌。出展予定は「TinyWar アルゴリズムブック」「形態素解析器kuromoji.jsで遊ぶ」「Google Chrome ユーザーデータ自動軽量化Book」「HTML5＋NW.jsで 同人ゲームを作る 基礎知識 for Windows」「TinySRPG アルゴリズムブック　JavaScriptのコードで学ぶ シミュレーションRPGの処理」「JavaScriptで 実行時エラーを起こす 100+の技法」「JavaScript:特殊コードゴルフ マニアクス」「ARToolKitを使わずに ARマーカーの認識を フルスクラッチで作る方法」です。また、JavaScript製の8bit風RTS「TinyWar」、JavaScript製のSRPG「TinySRPG」シリーズも頒布予定です。,るてんのお部屋（ルテンノオヘヤ）
Fuji0k0,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33110003,か52,https://lh3.googleusercontent.com/lkRmfbC3C-rnbN84Mtm0IqR4-EsXlQfG-a8Af2wrC0iTvkAwYXUHNsdLdbC9nTSK15Or7FHqyyKhjoS1aYNfzQ,http://tanoshimasu.com/aka-to-blue/,Unityでゲーム開発を行う際のノウハウまとめ（実際にリリースされたゲームで採用した内容を含む）,株式会社タノシマス（カブシキガイシャタノシマス）
t2low,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25870001,か53,/assets/images/dummy_cut.png,,Typescriptで作るCocos Creator の子供向け入門書(予定),黒髭出版（クロヒゲシュッパン）
トウマ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33130005,か54,https://lh3.googleusercontent.com/53o9PUzlyLfhhG9pF0nDPRAHHC-0YpTqgQxV9zp_QtfO2LTV-SrMRSTXDUt4Tkhv88s3qvrSrGAb2ADOuxk,,Defoldを使った簡単なゲームの作り方,トイグル（トイグル）
ほげたつ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25810001,か55,https://lh3.googleusercontent.com/eL5l0ejpYupVFOnu1oi1fuPsCjDTpcysWyPYOXX6Uc96BXlJfZZOiq-AbqqnJ5ncNtFRF4N91sx7uu8gGlQ,http://hogetatu.hatenablog.com/,ゲームやインタラクティブコンテンツで用いられる実行時にボーンを動かす系の技術書です。海外カンファレンスで公演された内容を噛み砕いた解説や、デモプログラムを載せる予定です。,ねこねこふれんじー（ネコネコフレンジー）
ずんずん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/27730002,か56,https://lh3.googleusercontent.com/5vuQ_BcG0HciN3tRZfI1hXiIOwiwZsb-0ZsnybMttt4W6NQE4_Wz14s_R_yuDqRnliIeYbtQ_Drwa0x_9YzJ,http://ずんだ旅庵.com/,"Unity,Photon",ずんだ旅庵（ズンダリョアン）
ken1flan,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/31380005,か57,https://lh3.googleusercontent.com/eEBqbB4VruitZVjbSKBxgncpVpCZDsmmKZH522RshW85nf95l99kR1ySGX_OVF39DVgBbc8t5_k4t_e4MWso,http://ginzarb.github.io/,unity でゲームを作ってる日記(コピー本)、ginza.rb ミートアップイラスト集2(手作り豆本),Ginza.rb（ギンザアールビー）
Indie Visual Lab,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53100002,か58,https://lh3.googleusercontent.com/ZK_cBdA-g-JxIs0lo2J71XGl6W6XftEsuruHccDipEojwtWhS72tyXOLCkhhNJG5tMm3DOJBuDrJwznRnRM,https://indievisuallab.github.io/,Unityによるグラフィックスプログラミング,Indie Visual Lab（インディービジュアルラボ）
tpro,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/49060002,か59,https://lh3.googleusercontent.com/2fJdW7O-jAv8bhU3bMZOwSgzUKUn--f0-YxtgV84aGDM2K73Y1UWRTuz36VARjOjhWH1pp5_8Ob-7i5zeIY,,iOS アプリ開発、Unity とiOS開発の連携,tpro（ティープロ）
日本アンドロイドの会Unity部,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/49310018,か60,https://lh3.googleusercontent.com/ERVv6jSnKYvijMUtQluoYBdXfHPqx5n4Kvcf8WYi2XOulZuIWnjgwlpSVZ6BAUDD_R70jzYOF29l6m8e_nOPxA,http://www.unity-bu.com,Unity関連の技術書,日本アンドロイドの会Unity部（ニホンアンドロイドノカイユニティブ）
岡本和樹,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/45000003,か61,https://lh3.googleusercontent.com/9ODwkoZTFiA8U70IRhjGIpVOaFiEW37SGsmnmv46j2YwV6VNjTY-nUs0znFiVc13MdY3Cvmz3lQpWRayyMv8fw,http://doujin.kakkun61.com/,自作静的型付け言語を作ってそれに対して型推論する方法を解説する,趣味はデバッグ……（シュミハデバッグ）
さっき作った,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25970003,か62,https://lh3.googleusercontent.com/JVF2I4NGQd-H9i4sBQWFyL6D0iUM09jIhqFZrhbGel6lTQYDEHrSaJcM3wok6F9X0Taq7HbzLCwnVuf_NJhF,http://ja.crystal-lang.org/,Crystalというプログラミング言語の日本語コミュニティです。Crystalは構文がRubyによく似ていますがLLVMを利用してネイティブコードにコンパイルされて実行さるため、C言語と遜色ない速度で動作します。,crystal-jp（クリスタルジェーピー）
aoiroaoino,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25980004,か63,https://lh3.googleusercontent.com/U0rpVxhsuX3S08dnpdKb583HEm2gsdPwKIWEVskWXS-hhIqbUbBcYwwVNDnOTjIOFjqILhOqQVIhNO-wqTLJ,,Scala で関数型プログラミングする際のトピックやノウハウなど,独学大学情報学部（ドクガクダイガクジョウホウガクブ）
amaya,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/29260003,か64,https://lh3.googleusercontent.com/1b9DJej223wrUFhhv-wBXZOS6YhM4eRsBDTOhrWvO6BwNWXcWdh2Y5WA99wnOJVBW92nmoQzPCNneFbFZB8j,https://ktdkt.sapphire.in.net,"Scala, 高速化, k8sのいずれかに関する本",かいていどうくつ（カイテイドウクツ）
なおき,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/35120001,か65,/assets/images/dummy_cut.png,,"プログラミング言語入門（Clojure,Go言語,Excel VBA） 利用方法（TOTP認証(Rails),CI,PostgreSQL,Pandoc) SEあるある、奮闘記など",アリンコの涙（アリンコノナミダ）
川向薫,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30510002,か66,https://lh3.googleusercontent.com/HQX1K2xyaxlniKaxd_0AeA797C_vcdKhGZRV9cn5dd2NUVkfN0xld-Pq8xH-8N57wPyWAWOpbIqvczga4Mff,,ラムダ計算とか言語処理系とか,Whiteearth Journal（ホワイトアースジャーナル）
凡人,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/51240001,か67,https://lh3.googleusercontent.com/AF6pCNZUUaIGbTlgv49dJybxa-K-qHdFgq5FAt0RMz5YhJARrnpQdQfmlb0q5DAJeuhvzyptTB4lI2qcaC0,https://degarashi0913.github.io/,主にC＃、Delphiなどのプログラミングに関数する内容,でがらし会（デガラシカイ）
もなかさん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28370008,か68,https://lh3.googleusercontent.com/pWV3Y8YI9RqqORoKGESNO97NDFXD2UmyOFga2k2tcxSzlBlqvm3I9-TLyF931O8FjSkphBCEmPjgo6IETpnm,,どらやきもなか新刊: 自分にとって最高の Ruby のファイルアップロードライブラリを作ります！それが何故最高なのか、何ができるのか、他のファイルアップロードライブラリとの比較、どのような実装なのかを解説します！これを読んだ人は、見様見真似で自分だけのファイルアップロードライブラリが作れるようになることを目標として書きます！ 今回はサークル「みさきとミギー」@youchan の新刊も委託で頒布する予定です！,どらやきもなか（ドラヤキモナカ）
golang.tokyo,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/37230005,か69,https://lh3.googleusercontent.com/6n68sJxMn5UPa01E_rEb_LwF6KfFxmr44cxUVAOvTKLs2dBZHBC-VWrJkjSDEkFTzmgNprlNh8Fd9rbLsv0,,golang.tokyoの関係者で書くGoに関する技術書,golang.tokyo（ゴーラングトウキョウ）
夜道,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53210011,か70,https://lh3.googleusercontent.com/IE_SB9xprNm_-50LKM0eAQBxZW_jPH86fB9dmTx87S8sWaYH4mgo_QMEC-ouVmiF-pT3mESv2G1YXlhnLfjapQ,,科学技術計算向けプログラミング言語Julia の解説本を頒布予定。,EREX工房（イレックスコウボウ）
technohippy,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53050002,か71,https://lh3.googleusercontent.com/D0z1SDdl13OIMxGhzj89a8V60F-BkyptQdeOrXUz5wFktGfPp8E4GEH0Dr2Rbd4jl_i2jrTxLip2V4lHyoFb,,WebAssemblyでオレオレ言語を作りたい,空想工学舎（クウソウコウガクシャ）
"s-tomo, alohaoe, エヌ",ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/35010004,か72,/assets/images/dummy_cut.png,,vue.js,工数水増（コウスウミズマシ）
Takepepe,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/49200001,か73,/assets/images/dummy_cut.png,,TypeScript 推論型定義入門,潜推艦（センスイカン）
aiya000,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43260001,か74,https://lh3.googleusercontent.com/PAcRLCliVJxtRsgy-YPiIRfGfPFnEy0ZvPUWEnBdE5g5xGK7lqk36Sq8BHTnGjoi_49QUHct-JEYcMvoELQ,https://aiya000.github.io,Haskellerの矢澤にこちゃんがHaskellを使って数学を教えてくれる,大宇宙銀河No.1-Haskeller-にこにー（ダイウチュウギンガナンバーワンハスケラーニコニー）
sue445,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/39060001,か75,https://lh3.googleusercontent.com/L6v9cc2Y0iO8YkshNisC9CcAYxCTXCWw3ySjKgT4XRsx8jnEEKNjPX6P2Mv7NhXpYv4IJZdkHArbPOVI9AS8kg,,プロビジョニングツールmItamaeについての本,ウインドテイスト（ウインドテイスト）
toshi0607,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/51070001,か76,https://lh3.googleusercontent.com/jBPPBPrh12mUtIX2QkKXj5lFjazzGfYY8ULTPtUDGIEmsId_IAimr2FeX9t6hpsbpPwfl1ygfc7Gd9NqCOY7,,AWS Lambdaのユースケース集です。Go言語での実装を通して、入門〜中級程度のAWS Lambdaの扱い方や、サーバーレスアーキテクチャの構成するのに不可欠なPaaS（API Gateway、S3、Dynamo DBなど）やツール（SAM、direnv）の扱い方を学べます。,カエルと空（カエルトソラ）
776,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/29550006,か77,/assets/images/dummy_cut.png,https://qiita.com/lin_1ipo,ストリーミング処理と可視化（予定）※VagrantとElasticsearch(Kibana)を軸としたTwitterデータ取得,ナナナナロク（ナナナナロク）
Acro YY会,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53240006,か78,https://lh3.googleusercontent.com/N9zyiHtVtj8TrvTDdaazQxrzZLiF2LJ_aPSinHBZokjXHBmO8n_g9xgJy_Fxltc2naHoDjyWysq7nGWPPJsi,http://acro-engineer.hatenablog.com/archive,当サークルで実践したElasticsearchを活用方法を記載します。,Acro YY会（アクロワイワイカイ）
友利奈緒,科学技術,https:/techbookfest.org/event/tbf05/circle/25730002,か79,https://lh3.googleusercontent.com/MM_EfOEUdjD_FIx5MCEYsSnIIEXvvxvXIllIWZVK-P4dcxqgC3NbpROhMC73NXIZHJxFxBkjSNlE4uawzKc,http://takuwz.hatenablog.com/,ソフトウェア無線で何かと、余裕があれば他も何か書きたい。,ギーつくの友利奈緒（ギーツクノトモリナオ）
masuipeo,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53100001,か80,https://lh3.googleusercontent.com/90KgYD1NzbRYX1OnFMnoB5iIhNzeE6H3QRG8K8FcRpksrYmzeiLU1mYOxxXF-fLzgfOsAirdWrT5bmlvsK3l,https://masuipeo.com/,"プログラミング言語図鑑, シゴトに役立つデータ分析・統計のトリセツ,など",増井技術士事務所（マスイギジュツシジムショ）
pimientito,科学技術,https:/techbookfest.org/event/tbf05/circle/26690001,き01,https://lh3.googleusercontent.com/O_tQr2h0LShAUzUbe37EK6AddIx2gOnkRqu43_wBaRWxi55b0I1_29DfQ8ZYzSBOjNeGzpxXS07ou_nvcOdw,,機械学習、深層学習、kaggle,でーたちっぷす（データチップス）
naisky,科学技術,https:/techbookfest.org/event/tbf05/circle/25980003,き02,https://lh3.googleusercontent.com/cWJEwm4btCDM92E9yhAVp2bpcNiSWF4FXQPo09aD4Vl867H5BXfHXFjouJTVIisvKqqvPhKZO1EkG4FZF81S,,自身の機械学習入門から現在まで学習・研究してきたことを経験談を交えながらきんいろモザイクキャラでの二次創作漫画として解説する本です,怠惰な山猫A（タイダナヤマネコエー）
ライナフ自宅部,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/47210001,き03,/assets/images/dummy_cut.png,,"IoT,ディーブラーニング",ライナフ自宅部（ライナフジタクブ）
緑野　翁,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/37020004,き04,https://lh3.googleusercontent.com/Y4jZ2bi9xsPpUKm6DzlZ49fcam_pJ_ytaeY3LD1rvnpwGbvLIxYddCAPnf2dYUcPslLQRn5JuD7gBfpbUtY,,Qt、メタビルドシステム,Code Craft Works（コードクラフトワークス）
理音伊織,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41000007,き05,https://lh3.googleusercontent.com/1HJ29ha86DddwjVv6tfrHLfNNr7X_msNXX5U3podO8X-Je6NxigQjXnlpiOG2pwh_m1OxNEOYqaGC_5ft-k,http://relog.xii.jp/,クロスプラットフォームフレームワークQtの解説本を頒布します。内容はQt Quickを使用したGUIアプリケーションの設計手法の解説、技術の紹介など。,理ろぐ（リログ）
argama147,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41170003,き06,https://lh3.googleusercontent.com/rusy0pv8PMdJvj7L4LUGhNL9wxl9oKDonhNpslfrEz6rr8bESg2fmIIJHRm9IGIqjNBnH2EGN3cspduCGlQq,https://qiita.com/argama147,Qt5 C++ 入門 マルチプラットフォーム開発,エゥーゴ（エゥーゴ）
sazus,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28640001,き07,https://lh3.googleusercontent.com/eNHCxDaK5BI3ID_ybK3mKfBBQ5_H4udjg6lNezmbdBVC7Nf6RzsP_CCajObdxiOxE2CyKBmJ3KM5bA0BZUST,,アプリケーションフレームワーク Qt を利用して Python でも GUI を作成してみませんか？  Qt for Python を利用した UI の基本的な作成方法を解説します。,eMbLog（エンブログ）
MNukazawa,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/29300002,き08,https://lh3.googleusercontent.com/xGwd9vEda_1o2n1Kzrq1WjiTH9n3rN8traT1s9Wph9xEEHGBgODiBkjXLh2uc__Of9xt7aLruWsa5EPU3JFq8Q,https://twitter.com/MNukazawa,マルチプラットフォーム・デスクトップアプリケーション・ツールキットとして、Gtk/Qt/electronでアプリを書いた経験についてエッセイ本をやります。他があれば、フォントかことのはアムリラートで何か。,daisy bell（デイジィベル）
有象無象,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/49210001,き09,/assets/images/dummy_cut.png,,六本木一丁目のとある会社で働く有志で集まり、様々なソフトウェア領域、果ては人事のことについてまで知見を共有してく所存です,六本木一丁目で働いてます（ロッポンギイッチョウメデハタライテマス）
Misoca執筆部,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/35180001,き10,https://lh3.googleusercontent.com/-giBsYhO3wb2pm3RFnjO03uZFazZQtACSxph80O6VS5VHzEye-PZMklsj--t-_63AumFhyN3JVVDkWbm6r4ehw,https://tech.misoca.jp/,リモートワークの最前線を行くMisocaのエンジニアが興味のある技術を好き勝手にお伝えする本です！,株式会社Misoca（カブシキガイシャミソカ）
アナトリーラボ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25850001,き11,https://lh3.googleusercontent.com/UOTZv58-1a-9cVNdVFY_7B6OhNaz0I08xSNkT1VIJFXhKzIfmnCZ6HZuqY48n50jjZnDX5M3HCARSluFM80,http://hayashih.hateblo.jp/,クラウド、iOS、Micro:Bit、.NET,Anatolí Lab（アナトリーラボ）
lailaiskyn,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53220002,き12,https://lh3.googleusercontent.com/mx9Vxkxjsjx4zJaRuy024-0_LI0SNXk7Xs04RHoV9_YAavC42MqV_rb57p1MOiwNHzIvgKS6ef9nHda8-hf98Q,,"Kinyou_benkyokaiのメンバーが各自好きなものを掲載した活動師を頒布予定です。Akka HTTP ,webpack , CTF , Rancher/IS-IS Routing , C#でexeの作成など",Kinyou_benkyokai（キンヨウベンキョウカイ）
SunPno,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/26870003,き13,https://lh3.googleusercontent.com/--k0MOKn5S7szkpIkpszK_Tq6qDNfzoByTEgYwRvPrYJlrwt1UT82XKVBaGl_Il1eThpeW5gsx-XBDI6qSRM,https://sunpro.io/,技術系全般/Unicode,SunPro（サンプロ）
進捗太郎,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41010005,き14,https://lh3.googleusercontent.com/x0pWn9hYSityzhoeRqv2REovCQOiuX67YmXeOf2lNRhCRBvFQa8ZP1lOiKUNUQ3m7VxFixnuC-VPlVq0Zmc,https://shinchoku-tairiku.github.io/web/,実用的なソフトウェアの開発,進捗大陸（シンチョクタイリク）
@XFLAG,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/32370003,き15,https://lh3.googleusercontent.com/B-CjMI17ls5CB9NdXdRFxetosh2Ixw0DKnP0QUyoClsIYA5-6UznYZpeJwgjlH2VUnLjGJ2Ssuk6vnXJ_HtB,,ギミック実装のコツや生産性を考慮したQAのノウハウ、その他、プロダクト開発以外でも活用されているツールや興味のある技術を試してみた話など、それぞれが思うがままに執筆した記念すべきXFLAG初の技術書を用意しました。,XFLAG（エックスフラッグ）
Goodpatch有志一同,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30180002,き16,https://lh3.googleusercontent.com/CPPuUcaAwLZnhcihH-aWsApW_fp0cYobSDLWwLyKXOojk5hC80fbIMTv6VkBxh_BVMnZkMVVxYQPbNszxu2t,,Goodpatchを支える技術や社員の持っている仕事に関係ないことも含めた知識に関する内容,Goodpatch Inc.（グッドパッチ）
きんとーん・らぼ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43220001,き17,https://lh3.googleusercontent.com/-e_dQiqcuUU7-HsbKy7-s2kThLIBz4blJFDGsh-MTYkgWyq0a2nCZ_CE7r5XjFTThuDLzOU0ukoR3wI3NfPrJg,https://developer.cybozu.io/hc/ja/articles/115003505983,サイボウズ株式会社クラウド製品kintoneに関する技術情報,きんとーん・らぼ（キントーンラボ）
Nikkei Engineer Team,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/45230002,き18,https://lh3.googleusercontent.com/uTfgtgPM4RrtnqIUHgJIR34DYVoGQlmBipahG95m-BwrJ-v5o9EbVAdxdQXLnkF_EzaNljIE7CqJ-qZyFjXL,,日経電子版の開発を通じて得られた技術的な知見やノウハウについてまとめた本を頒布します。,Nikkei Engineer Team（ニッケイエンジニアチーム）
トリスタ開発チーム,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/31360001,き19,/assets/images/dummy_cut.png,https://trista.jp/,株式会社トリスタで働くエンジニア、デザイナーによる、開発のノウハウが詰まった本を頒布します。,株式会社トリスタ（カブシキガイシャトリスタ）
ウォンテッドリー,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53000005,き20,https://lh3.googleusercontent.com/RdDJNzfo8Yrhs4ufZ9sLLBwFm4MW41ecU6xT_sJASr3rl_ztuBscO70GGYjPK6wcBvXmi0iG3pF4cYptGVQx,https://www.wantedly.com/companies/wantedly,ソフトウェアエンジニアリング、スタートアップ、チームビルディング、モバイルアプリ、バックエンド、機械学習、インフラ,Wantedly執筆部（ウォンテッドリーシッピツブ）
74th,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28510001,き21,https://lh3.googleusercontent.com/6a4lX2eJvINUk8LGgny_XpwbRY1bXzjJ-atr6-6O4PXqCYJe27b60WOGzFCJwhbibFPIXTD7GW0QwVGJ3JlY,https://j74th.com/,楽にタスクランナーを書くための脱ShellScriptを(Fabirc2で)目指す本,74th（ナナヨンティーエイチ）
りんりん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/37230010,き22,https://lh3.googleusercontent.com/xwjYELWiJFEYMPEPctB2CZneLh4SRPy6nc6U6zOZnt9kgba5_jqZLgVl5NZAtwPtnqF74Txatqee0NdNLl2q,,ソフトウェア開発において避けられないバグ。バグを避けたいならバグについて理解する必要があります。そんな避けたいバグについて研究している結果をまとめて発表する予定です。,ばぐばぐ（バグバグ）
pospome,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43000003,き23,/assets/images/dummy_cut.png,http://pospome.hatenablog.com,サーバサイドアーキテクチャ全般,pospome（ポスポメ）
Yuki Ichinomiya,その他,https:/techbookfest.org/event/tbf05/circle/28740001,き24,https://lh3.googleusercontent.com/E1-KkOZX-CB-3RrLdI-GSuAn8C5QjV22EewpZwG7vF5WB_CxLDUgPYAqE8Y8Ls9OTjd_Rx2erDuk7zImd4Of,http://clear-mint.net/,ハード、ソフト、ノウハウ等をジャンルフリーに詰め込んだ情報誌風の本。,clear-mint（クリアミント）
